deviation_x,deviation_y,deviation_z,coefficient_x,coefficient_y,coefficient_z,kurtosis_x,kurtosis_y,kurtosis_z,classlabel
2.6632830332053996,0.58762509935969853,0.75060307257349068,3.9038049806595034,0.30207167600732576,0.081776167578066536,-0.8829343001624319,-0.8365101570341995,-0.08503655402574184,walking
1.2741892531500378,0.70853828867394109,1.120330179609391,0.21633344967011514,0.28306228635113589,0.15611970328895178,-0.7270435625235354,1.861708756764652,0.30881223282714876,walking
5.0781426548427779,1.9913276592885787,4.5259974621966821,-0.91098490033563084,0.46091777948630991,1.7627515164610128,-0.7413844919842831,-1.226702012478039,2.321397440744578,walking
3.9191555387994605,2.7601064360884524,1.4519364031581998,-0.83437634912720349,0.35716287377853834,-5.5365013306390907,-0.6636867466054182,3.3115555535361683,-0.5451173726464176,walking
1.9944907331016253,1.0288503548299073,1.7524271661705249,-50.302899651805376,0.10489339045354054,3.8360195085852302,0.01968365255463933,2.5992851131801897,1.2347650712791243,walking
3.8938810855484358,3.8745811211184256,3.859193955984515,-4.0336826708132802,0.37732528720975228,8.8648676905537549,0.850419342477938,0.12862054210286722,0.31807485881888864,walking
3.3299275709299061,3.9438223890057742,3.5540722441256287,-15.602714369411343,0.3752755640557579,5.5388976771127902,1.2569257632011333,1.0863801050282884,1.769551818571438,walking
3.381358533710356,3.6975563059518253,3.6747972983115398,-11.700022736919554,0.36330421204283808,34.457149661198265,0.09250823603357139,0.07586602802583009,1.3157214045860384,walking
3.4235330483643707,3.1962779401548769,3.3504990946938733,-10.00337009610095,0.31210536567549507,5.1823980786082613,4.773873585646576,2.2273571515836297,2.3017081481450843,walking
3.6282496611112016,3.2769996429588053,3.3776547041096308,-12.355263332671937,0.31891985739749817,3.9906321117910366,1.8396192154673718,0.29219873124109963,1.3927615207678112,walking
3.3137975851240866,3.7461949585361483,3.7903148357367678,-5.9409554908622733,0.36379056491032186,21.142501119737091,1.1756001937387568,0.9580344470549296,1.0798613121952014,walking
3.4561895653849115,4.0447807640378199,3.8879391505529268,-6.6085358030199961,0.39209869090597393,32.19205802335123,-0.38041139077733277,0.039069584151449455,2.0146553318703857,walking
2.9641453924139531,4.338092068752009,3.5997979603032899,-6.124742167880016,0.43544553535114716,429.67709206075222,0.7151652188194615,4.2619174912974644,1.1438331069238652,walking
3.358474685821657,4.0220992049153095,3.5408155873430465,-13.028243068126601,0.41560113956393396,5.7209363405336795,2.526169989356318,1.0475697126268368,1.9786421110500179,walking
2.8750749413097672,3.4982289596116418,3.5656297686627849,-4.2727353949819848,0.33407484815311689,10.11883807459952,-0.29725683267110625,3.4554861229996856,3.424617520241034,walking
3.3263659650732382,4.4458709802522147,4.0014635960317593,-5.8545497351969198,0.4519093520685657,57.475198636186143,-0.1577168184294946,1.8780542753755043,1.5732828498545128,walking
3.7021930629505371,3.436936391157289,3.677220700802303,-6.9358862550683851,0.33263998052950344,-7.5128466788739097,0.32651614305056853,0.7067492483133653,1.7556590841098654,walking
3.0349282355054981,2.9549771963723233,2.954001528072276,-4.6531785307999725,0.29142580997021139,4.5622755239210342,1.2041210205239707,2.455073706881975,2.4926478310349243,walking
3.7555904652800445,4.1237759622721635,4.0085678383159102,-7.1008791097463062,0.4050977172727287,-29.185963036449706,0.6839571326511562,0.8680745774454848,3.2558630707436835,walking
2.6060153301517706,4.2278402257781229,3.7612960332913064,-4.3821094718810496,0.41853190014286318,5.5003544777561846,-0.3668322532799855,3.3814440311956133,4.27254928527574,walking
3.5508077669551943,3.976259120887029,3.3759196459834628,-7.9167653750400646,0.39505283479517617,9.8076941521184313,0.8296104911573998,1.8453637220602497,2.7728260777718035,walking
3.1916164364541171,3.5208367800008973,3.7177797974401332,-3.7180864033339067,0.34654794400092132,10.944364309359811,1.2255278638823022,2.58175368565825,1.1475067062185493,walking
2.9455593018013766,3.1387428724190451,3.2860285112653429,-4.1417657498621434,0.30431558463991837,7.1261943849095459,3.7269091629960265,4.727165752561821,7.930924101967745,walking
3.3706114647824728,3.0110290374882438,3.0346448761353892,-4.8443768462324925,0.30203036447212583,-45.731752306651423,1.525326210196856,0.2681310408262907,2.0102925407172645,walking
2.8724319785196504,2.4440767605962161,2.921386390512017,-4.097502645987583,0.23129690427879343,2.8615924406543676,3.252187816641068,1.7975904749841014,3.903881051545227,walking
3.1948660752489717,3.7054281931484754,3.6207891970144273,-4.9933324390542495,0.37789448132290754,-92.377791058630976,0.6360005731206115,0.8557432744963402,1.6122629822845358,walking
2.5766272489028403,2.6457799039789385,2.6032148145236658,-3.5817748271564858,0.26103723686502561,4.6674533214198197,1.1218463592256924,2.9804889443708165,2.332830299447915,walking
3.404604492143894,3.3877548723984234,3.6869447384691627,-4.6646664261977149,0.33847854013504935,-36.879605547499125,1.277271057589516,1.4213275121519775,2.299508948886186,walking
3.0002598991196052,3.327730684858258,3.0927500007391653,-7.5842001088700366,0.3335761742908393,4.5835205499792995,3.203106780973232,2.0420385564726447,2.9157201536286426,walking
2.6899254617311001,2.6128099564689906,2.9873242972582537,-5.4648565590823397,0.25463616188753024,7.7168907422979629,0.31146139153426144,0.6195905155108155,3.5963524412195076,walking
3.3795030502685943,3.1708517931444518,3.4331068851270636,-4.0923647833667793,0.31869368035370382,21.54379731264892,1.5034681424812923,-0.105916074873603,2.4943344818359305,walking
3.150349544273606,3.4249764358440533,3.2797033652218524,-3.2401554915105288,0.32666671084318794,6.2071771995916576,0.32020127618796,1.4672872378914485,2.0652452061487088,walking
3.7453896477735054,4.3765035596113497,3.7037383106133337,-6.9107842722041601,0.43997630273871402,13.969407343269022,-0.20570252258447397,1.6109944775919827,0.8157037839983365,walking
3.1390360062175371,3.7245325350159599,3.2881182922943299,-3.1844121392227467,0.36114997540824439,5.9138564347265499,0.11186902375256613,1.8394970426427202,2.254461446086167,walking
3.6102508247132787,3.3047519547639368,2.8812840186428459,-11.542545242766208,0.32883021547395186,-36.259021198709874,1.2606305174610632,9.465238021161042,2.8952750049864706,walking
3.5958954581262241,4.0920420072374002,3.0572717797580333,-6.2228750396771533,0.4022565894221185,5.5136218515714264,-0.15094245078070534,1.480956395427997,1.8582439031593454,walking
